"序号","试题内容","正确选项","A","B","C","D",""
"898","《铁路旅客运输服务质量规范》规定一、二、三类车站装载的货物(  )。四周护栏拖车运行中侧向护栏锁闭。","ABCD","高度距地面不超过2米","横向宽度不得超出车体两侧各0.2米，","重量不超过2吨","堆码整齐，绳索捆牢，不致甩落",""
"899","《铁路旅客运输服务质量规范》规定一、二、三类车站组织高铁快件搬运时，集装件应(  )。","ABCD","采取必要的捆绑措施","堆码宽度不超过搬运机具外侧边缘0.2米","堆码高度不超过1.5米","确保视线良好、集装件不倒塌",""
"900","《铁路旅客运输服务质量规范》规定一、二、三类车站各站台设有出站方向标志，实行便捷换乘的有便捷换乘标志。","A","对","错","","",""
"901","《铁路旅客运输服务质量规范》规定一、二、三类车站采用(  )；民族自治地区车站可按规定增加当地通用的民族语言文字。","AB","中文","英文","蒙文","汉文",""
"902","《铁路旅客运输服务质量规范》规定一、二、三类车站进站大厅（集散厅）设置进站显示屏，显示(  )候车区（检票口）、状态等发车信息。","ABCD","车次","始发站","终到站","开车时刻",""
"903","《铁路旅客运输服务质量规范》规定一、二、三类车站有售票信息屏，显示售票、综合服务、公告等信息。","A","对","错","","",""
"904","《铁路旅客运输服务质量规范》规定一、二、三类车站出站口内设有补票处，配备桌椅、计算机、移动补票终端、凭条打印机、(  )和电子支付扫码器等售票设备和衡器，有防盗、报警设施。","ABCD","保险柜","验钞机","居民身份证识读器","POS机",""
"905","《铁路旅客运输服务质量规范》规定一、二、三类车站有存放票据、现金的处所和设备，具备(  )。","ABCD","防潮","防盗","监控","报警功能",""
"906","《铁路旅客运输服务质量规范》规定一、二、三类车站设有卫生间，厕位数量和男女厕位比例适当，车站候车区域男厕位（不含站位）与女厕位比例应为（     ）。","B","1:1","1:2","2:1","适当",""
"907","《铁路旅客运输服务质量规范》规定一、二、三类车站卫生间有通风换气和洗手池、干手器等盥洗设备，正常使用，作用良好。厕位间设置挂钩。","A","对","错","","",""
"908","《铁路旅客运输服务质量规范》规定一、二、三类车站设置无障碍卫生间（含第三卫生间），按规定配备相应无障碍设备设施，救助铃响，及时响应。","A","对","错","","",""
"909","《铁路旅客运输服务质量规范》规定一、二、三类便捷换乘客流大的车站(  )。","ABCD","应设双向闸机","应设换乘自动检票机","已检票区域与候车区（室）有隔离设施","已检票区域与候车区（室）封闭良好",""
"910","《铁路旅客运输服务质量规范》规定一、二、三类车站进站口实施实名制查验的，应设自助查验通道和人工查验通道，并配备验证设备。","A","对","错","","",""
"911","《铁路旅客运输服务质量规范》规定一、二、三类办理高铁快运的车站营业场所外有机动车作业场地和停车位。","A","对","错","","",""
"912","《铁路旅客运输服务质量规范》规定一、二、三类办理高铁快运的车站办理窗口有桌椅、计算机、(  )。","ABCD","货签机、扫描枪","配有电子衡器和装卸搬运机具","电子支付窗口配备POS机","电子支付窗口配备扫码支付设备",""
"913","《铁路旅客运输服务质量规范》规定一、二、三类办理高铁快运的车站有施封钳等包装工具，有专用箱、集装袋、锁等包装材料。高铁快运作业场地分区合理，有防火、防爆、防盗、防水、防鼠设备。","A","对","错","","",""
"914","《铁路旅客运输服务质量规范》规定一、二、三类办理行包业务的车站行包房，设置承运、交付办理窗口，有机动车作业场地和停车位。办理窗口有桌椅、计算机、货签机，(  )。","ABCD","使用行包运输管理系统","配有电子衡器","配有装卸搬运机具","电子支付窗口配备POS机",""
"915","《铁路旅客运输服务质量规范》规定一、二、三类办理行包业务的车站行包房，有打包机、施封钳等包装工具；有编织袋、纸箱、锁等包装材料；有封箱钉、打包带、铁锤、缝针等维修工具、施封材料。","A","对","错","","",""
"916","《铁路旅客运输服务质量规范》规定一、二、三类办理行包业务的车站行包仓库有发送、中转、到达作业区域，根据品类划分(  )等不同的存放区，方便存放和领取。有防火、防爆、防盗、防水、防鼠设备。高铁快运营业场所根据业务需要比照选配。","ABC","鲜活","易腐","放射品","行李物品",""
"917","《铁路旅客运输服务质量规范》规定一、二、三类办理行包业务的车站行包房有防火、(  )设备。高铁快运营业场所根据业务需要比照选配。","ABCD","防爆","防盗","防水","防鼠",""
"918","《铁路旅客运输服务质量规范》规定一、二、三类车站按规定办理卸污作业的车站有卸污设备，作用良好。","A","对","错","","",""
"919","《铁路旅客运输服务质量规范》规定一、二、三类车站售票窗口和自动售票机布局合理，功能设置和开放的数量适应客流量，日常窗口排队(  )。","D","10人","不超过10人","20人","不超过20人",""
"920","《铁路旅客运输服务质量规范》规定一、二、三类车站动车组列车发车前，车站确认列车(  )以及行包（快运）、互联网订餐、餐售物品和列车服务备品装卸作业完毕后，使用无线对讲设备通知列车长与客运有关的作业完毕。","ABCD","旅客乘降","站车交接","给水作业","卸污作业",""
"921","《铁路旅客运输服务质量规范》规定一、二、三类车站机车供电的始发列车不晚于开车前(  )分钟连挂机车，并向列车供电。遇有到发线能力紧张等情况，一般不应晚于始发前(  )分钟。","C","60、60","40、40","60、40","40、60",""
"922","《铁路旅客运输服务质量规范》规定一、二、四类车站照明充足站台照明照度不低于(  )勒克斯。","D","300","200","150","75",""
"923","《铁路旅客运输服务质量规范》规定二类客运车站：指地市级城市主要车站；或日均发送(  )的车站。","B","超过20000人以上","4000~20000人","800~4000人","800人以下",""
"924","《铁路旅客运输服务质量规范》规定二类车站应设有车站工作人员间休场所和生产生活设施。具备条件的还可为列车工作人员提供间休场所和生产生活设施。","A","对","错","","",""
"925","《铁路旅客运输服务质量规范》规定管控平台（旅服系统）运行稳定可靠，自动检票、(  )等旅客服务设备设施齐全，状态良好。","ABCD","导向","广播","时钟","监控",""
"926","《铁路旅客运输服务质量规范》规定二类车站设置不少于(  )处充电区，每个充电区能同时满足不少于(  )名旅客使用五孔电源插头和USB/Type-C充电插头对电脑、手机等常用电子产品应急充电需要。可结合座椅设置免费手机充电功能。","B","4、10","2、10","1、10","1、5",""
"927","《铁路旅客运输服务质量规范》规定二类车站设有(  )。重点旅客候车区和军人候车区可合并设置。","ABCD","重点旅客候车区","军人候车区","商务座候车区","哺乳室",""
"928","《铁路旅客运输服务质量规范》规定二类车站日均商务座旅客发送量超过100人的车站应设置独立封闭的(  )。","ABCD","商务座候车区","便捷检票通道","进站专用通道","出站专用通道",""
"929","《铁路旅客运输服务质量规范》规定二类车站设置重点旅客候车区，标志醒目，候车区域使用面积不小于(  )平方米，设有到发通告系统，提供检票提醒服务。","C","150","100","50","30",""
"930","《铁路旅客运输服务质量规范》规定二类车站要提高服务品质，规范服务管理，做好商务座旅客服务。为商务座旅客提供专区候车、便捷检票等服务。日均商务座旅客100人以上的车站还应提供(  )等服务。","ABC","专人引导","便捷出站","专用通道","专区候车",""
